order_id,customer_id,product_code_orders,order_date,amount,currency,order_status,shipping_address,payment_method,full_name,email,registration_date,birth_date,state,phone_number,customer_segment,event_id,session_id,event_type,event_timestamp,page_url,user_agent,metadata_page,metadata_duration,metadata_referrer,product_code_events
1069,12,P001,2024-07-27,"1.766,47",BRL,pending,Rua 53 -  Bairro Rocha -  Cidade X,boleto,Helena Martins,helena.martins@exemplo.com,2022-06-29,1952-11-10,RJ,(70) 2755-7610,C,69,3e02cb1b-f90a-48fc-a951-6f6a8ce963ce,signup,2023-06-09 17:39:41,/checkout,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/search,295,instagram.com,
1070,60,P021,2023-09-03,211.44,USD,cancelled,Rua 153 -  Bairro Freitas -  Cidade X,pix,Tatiana Pereira,tatiana.pereira@exemplo.com,2021-07-15,1986-10-16,BA,(51) 6959-2214,C,70,04899f27-b29f-43ae-80e6-078e32de686b,purchase,2024-01-22 12:54:24,/help,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/profile,504,direct,
1071,55,P021,2024-06-27,"153,66",BRL,pending,Rua 88 -  Bairro Moreira -  Cidade X,paypal,Eduardo Cardoso,eduardo.cardoso@exemplo.com,2023-05-24,1955-01-07,RJ,(64) 3912-2951,B,71,fe2aec2e-f108-4db5-a7ac-f0a5b122b620,view,2023-05-15 02:30:06,/product/P001,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/profile,152,instagram.com,P001
1072,65,P030,2023-07-06,"2,715.08",EUR,pending,Rua 54 -  Bairro Mendes -  Cidade X,boleto,Patricia Cardoso,patricia.cardoso@exemplo.com,2020-06-04,1956-04-20,RJ,(57) 6101-8104,A,72,20c005c6-201e-4320-b8e2-4b045ea921a8,purchase,2023-01-09 16:50:02,/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/checkout,361,instagram.com,
1073,39,P010,2023-04-22,"2.884,92",BRL,shipped,Rua 107 -  Bairro Lima -  Cidade X,pix,Victor Cardoso,,2022-08-15,1962-01-06,BA,(20) 8152-2302,B,73,916aa9d3-cc19-4d0d-a7dc-97e9abebac41,click,2023-09-09 11:24:55,/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/help,159,facebook.com,
1074,21,P010,2023-02-16,"4,699.66",EUR,delivered,Rua 181 -  Bairro Cardoso -  Cidade X,boleto,Juliana Mendes,juliana.mendes@exemplo.com,2021-01-02,1993-01-04,MG,(11) 3939-2863,D,74,9d1bd6ba-b7e7-494a-9034-c64dd30980f9,signup,2024-03-31 14:27:50,/checkout,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/product/P001,62,google.com,
1075,59,P003,2023-12-13,"2,162.04",USD,shipped,Rua 66 -  Bairro Fernandes -  Cidade X,boleto,Bruno Freitas,bruno.freitas@exemplo.com,2023-06-27,1976-09-27,RJ,(78) 1068-3465,B,75,d5603c9c-9503-4ce9-bbd4-22b9060241b4,logout,2023-05-20 02:18:02,/help,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/product/P001,55,google.com,
1076,6,P010,2025-05-01,"1,797.20",USD,pending,Rua 160 -  Bairro Pereira -  Cidade X,paypal,Tatiana Almeida,tatiana.almeida@exemplo.com,2020-05-11,1994-09-10,RS,(55) 3451-7636,A,76,7ad9c529-c07c-419a-ba14-57227008c9df,purchase,2023-10-28 02:38:55,/profile,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/home,293,direct,
1077,18,P002,2023-04-15,"2,525.32",USD,shipped,Rua 26 -  Bairro Oliveira -  Cidade X,paypal,Eduardo Pereira,eduardo.pereira@exemplo.com,2023-04-06,1983-08-19,MG,(20) 5864-4860,A,77,2c179c41-88ea-4593-88b5-99dccd52179d,click,2024-02-01 10:35:21,/search,Mozilla/5.0 (Linux; Android 10; SM-G973F),/product/P001,379,facebook.com,
1078,49,P002,2023-04-26,987.59,USD,cancelled,Rua 13 -  Bairro Moreira -  Cidade X,boleto,Gustavo Cardoso,gustavo.cardoso@exemplo.com,2019-01-06,2002-08-06,RS,(22) 5662-1318,B,78,3b25d979-b143-4839-9bbb-6a2b34e991c3,signup,2023-01-11 11:19:13,/checkout,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/profile,524,google.com,
1079,88,P030,2023-08-05,"3,955.74",USD,shipped,Rua 93 -  Bairro Ribeiro -  Cidade X,boleto,Juliana Souza,juliana.souza@exemplo.com,2023-05-23,1981-11-24,BA,(27) 6983-3811,B,79,9293300d-70c1-4963-b13a-8cece8f630d3,signup,2023-08-20 00:39:01,/help,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/product/P001,567,direct,
1080,71,P011,2023-05-25,"3.925,14",BRL,pending,Rua 188 -  Bairro Souza -  Cidade X,boleto,Juliana Gomes,juliana.gomes@exemplo.com,2021-11-01,1959-12-24,RS,(41) 5596-2065,A,80,37834807-a4d1-4ce9-8ce5-2e49d900ded1,click,2023-07-02 18:46:41,/product/P001,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/product/P001,279,instagram.com,P001
1081,41,P011,2023-11-13,"3,272.98",USD,shipped,Rua 187 -  Bairro Rocha -  Cidade X,boleto,Eduardo Costa,eduardo.costa@exemplo.com,2020-08-21,1959-10-01,RS,(92) 7439-5423,D,81,65de1b26-1edb-4436-9332-c3fb26865279,logout,2023-09-09 19:24:44,/checkout,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/home,261,direct,
1082,10,P021,2024-10-09,"3,616.92",EUR,shipped,Rua 123 -  Bairro Dias -  Cidade X,paypal,Igor Gomes,igor.gomes@exemplo.com,2020-04-14,1971-09-22,RS,(17) 6773-6684,D,82,a096bb3f-4511-42c4-9f0c-057ae4afef95,signup,2023-07-15 20:01:17,/checkout,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/checkout,18,instagram.com,
1083,11,P002,2023-02-03,"1.188,18",BRL,cancelled,Rua 105 -  Bairro Pereira -  Cidade X,pix,Helena Fernandes,helena.fernandes@exemplo.com,2021-08-10,1959-06-24,SP,(75) 6970-1917,A,83,f6aa962d-7786-4b35-b768-f277fa2710f7,purchase,2023-03-18 00:50:14,/product/P001,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/help,234,google.com,P001
1084,64,P002,2024-04-12,"4,568.09",EUR,cancelled,Rua 163 -  Bairro Barbosa -  Cidade X,credit_card,Juliana Oliveira,juliana.oliveira@exemplo.com,2023-04-01,1995-06-20,BA,(55) 2552-8886,A,84,3227ba0f-26f4-4e14-8cd2-256ec267eb8f,purchase,2023-01-11 03:21:08,/home,Mozilla/5.0 (Linux; Android 10; SM-G973F),/product/P001,541,facebook.com,
1085,57,P002,2024-02-10,"805,62",BRL,shipped,Rua 116 -  Bairro Cardoso -  Cidade X,paypal,Fernanda Oliveira,fernanda.oliveira@exemplo.com,2022-11-09,1992-08-31,SP,(99) 6187-8098,C,85,58a3b174-82e3-4012-b7cc-b9fedf25ad3c,purchase,2023-01-13 02:34:20,/help,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/product/P001,157,direct,
1086,16,P021,2023-06-27,"2.168,99",BRL,shipped,Rua 88 -  Bairro Costa -  Cidade X,boleto,Carla Silva,,2020-08-04,1954-06-19,BA,(71) 4525-1521,D,86,ec31f079-82db-4dfd-b089-b0fb9b278751,purchase,2023-05-23 03:59:31,/checkout,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/home,431,instagram.com,
1087,15,P003,2023-11-14,"3,673.13",EUR,cancelled,Rua 53 -  Bairro Gomes -  Cidade X,credit_card,Renata Rocha,renata.rocha@exemplo.com,2020-07-18,1987-05-19,BA,(33) 5630-8996,C,87,b9a02405-7574-4233-a10d-324bee9911dc,signup,2023-08-15 01:34:21,/profile,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/product/P001,381,direct,
1088,44,P010,2024-08-14,737.18,USD,cancelled,Rua 197 -  Bairro Barbosa -  Cidade X,credit_card,Tatiana Araujo,tatiana.araujo@exemplo.com,2019-07-22,1977-10-18,SP,(89) 2717-3198,B,88,6448094e-5117-4c8d-9756-cc625ec6a306,purchase,2023-10-08 22:07:06,/help,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/search,483,google.com,
1089,86,P021,2023-11-20,"1,466.98",EUR,delivered,Rua 104 -  Bairro Martins -  Cidade X,boleto,Mariana Moreira,mariana.moreira@exemplo.com,2023-05-16,1963-02-25,MG,(76) 2029-1267,A,89,0fe335c1-2c65-406d-9579-2c630d367db6,click,2023-10-10 11:48:34,/search,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/profile,144,instagram.com,
1090,69,P020,2024-01-15,"1,087.54",USD,shipped,Rua 185 -  Bairro Gomes -  Cidade X,pix,Victor Costa,victor.costa@exemplo.com,2022-03-20,1996-04-21,MG,(66) 6689-7006,A,90,f5bef9ce-8dbd-426b-b1d5-44aae1885490,logout,2023-11-21 02:12:26,/product/P001,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/checkout,144,facebook.com,P001
1091,66,P021,2023-06-14,"1,197.15",USD,pending,Rua 46 -  Bairro Almeida -  Cidade X,pix,Tatiana Dias,tatiana.dias@exemplo.com,2020-12-28,1960-10-11,RJ,(38) 5604-2709,C,91,102dcbd3-95e1-4363-9b03-5f672cba176d,logout,2023-03-02 14:14:11,/profile,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/product/P001,128,google.com,
1092,50,P001,2024-05-20,"3,517.52",EUR,shipped,Rua 108 -  Bairro Fernandes -  Cidade X,pix,Leonardo Lima,leonardo.lima@exemplo.com,2020-07-11,1981-06-07,MG,(88) 3273-2081,C,92,73f1927f-e4d9-423a-b40b-7b48d660bd8c,signup,2023-06-18 19:40:32,/product/P001,Mozilla/5.0 (Linux; Android 10; SM-G973F),/help,181,facebook.com,P001
1093,49,P020,2024-11-28,"2,608.13",USD,pending,Rua 157 -  Bairro Dias -  Cidade X,credit_card,Gustavo Cardoso,gustavo.cardoso@exemplo.com,2019-01-06,2002-08-06,RS,(22) 5662-1318,B,93,ba05fabc-fa89-46bb-8b5e-e84478633867,purchase,2023-06-17 16:49:01,/home,Mozilla/5.0 (Linux; Android 10; SM-G973F),/home,486,facebook.com,
1094,21,P030,2024-10-04,"3,881.06",EUR,pending,Rua 46 -  Bairro Souza -  Cidade X,pix,Juliana Mendes,juliana.mendes@exemplo.com,2021-01-02,1993-01-04,MG,(11) 3939-2863,D,94,269b7056-a26e-4177-b551-425f07f9722f,view,2024-01-08 01:09:07,/search,Mozilla/5.0 (Linux; Android 10; SM-G973F),/home,525,facebook.com,
1095,13,P002,2025-02-27,"842,64",BRL,delivered,Rua 162 -  Bairro Fernandes -  Cidade X,boleto,Ana Rocha,ana.rocha@exemplo.com,2022-03-10,1989-11-13,BA,(25) 1909-9407,B,95,3887bac2-8f21-4fdb-a56d-202802b8a24a,logout,2023-03-20 16:10:14,/profile,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/home,314,facebook.com,
1096,4,P011,2024-03-16,"3,356.47",EUR,cancelled,Rua 51 -  Bairro Almeida -  Cidade X,credit_card,Gustavo Oliveira,gustavo.oliveira@exemplo.com,2020-06-22,2001-06-10,MG,(27) 7593-4372,B,96,0fb2f665-92cd-46c0-a29c-cd3c93f31122,click,2023-12-04 01:23:01,/product/P001,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/home,544,facebook.com,P001
1097,79,P001,2023-01-07,"2,449.59",USD,shipped,Rua 138 -  Bairro Freitas -  Cidade X,boleto,Juliana Araujo,juliana.araujo@exemplo.com,2020-05-02,1996-09-10,BA,(48) 1855-5264,D,97,bb0ab594-16bc-4ce9-908a-3d6a3bff80eb,click,2023-02-06 01:24:29,/help,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/search,290,google.com,
1098,7,P021,2023-04-24,199.38,EUR,cancelled,Rua 102 -  Bairro Mendes -  Cidade X,boleto,Eduardo Silva,eduardo.silva@exemplo.com,2023-10-09,1991-02-07,MG,(46) 5546-7218,B,98,cceb38c1-28d2-4e1d-9fce-f982715dc996,purchase,2024-01-18 05:30:56,/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/home,77,instagram.com,
1099,34,P001,2024-08-05,"4.774,68",BRL,shipped,Rua 74 -  Bairro Fernandes -  Cidade X,pix,Fernanda Freitas,fernanda.freitas@exemplo.com,2020-08-17,1979-03-14,MG,(87) 5140-9027,A,99,fc02f3ad-4ab3-481e-a091-096a5a33b2a8,purchase,2024-02-28 04:55:59,/product/P001,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/home,60,google.com,P001
1100,57,P020,2025-01-28,900.16,EUR,delivered,Rua 160 -  Bairro Lima -  Cidade X,pix,Fernanda Oliveira,fernanda.oliveira@exemplo.com,2022-11-09,1992-08-31,SP,(99) 6187-8098,C,100,5d57c374-d273-4d20-98c5-15eda9f9f321,click,2024-03-04 06:47:37,/help,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/home,480,instagram.com,
1101,2,P010,2023-10-19,"2,442.88",USD,delivered,Rua 78 -  Bairro Martins -  Cidade X,boleto,Carla Silva,,2020-04-27,1961-09-17,RS,(31) 2097-3369,D,101,f6114728-2010-461c-a7a8-1828f7960d1a,signup,2023-11-03 20:13:14,/search,Mozilla/5.0 (Linux; Android 10; SM-G973F),/profile,357,direct,
1102,90,P021,2024-11-15,730.53,USD,pending,Rua 193 -  Bairro Pereira -  Cidade X,paypal,Ana Silva,ana.silva@exemplo.com,2023-01-05,1971-06-04,RS,(97) 1250-2899,A,102,65d9acfd-1243-4bea-9567-cbe6a94dbe82,view,2023-12-04 10:42:02,/search,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/help,321,instagram.com,
1103,21,P001,2023-08-19,213.26,USD,shipped,Rua 69 -  Bairro Costa -  Cidade X,pix,Juliana Mendes,juliana.mendes@exemplo.com,2021-01-02,1993-01-04,MG,(11) 3939-2863,D,103,de0375d0-b32a-4052-b450-085174a647a4,view,2023-08-14 07:55:20,/help,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/checkout,420,direct,
1104,83,P001,2024-09-23,304.87,USD,cancelled,Rua 69 -  Bairro Ribeiro -  Cidade X,paypal,Mariana Lima,,2021-10-01,1960-12-24,RJ,(64) 4013-6789,A,104,39ce061a-3391-4205-8d6d-0585664af018,signup,2023-09-30 06:00:18,/search,Mozilla/5.0 (Linux; Android 10; SM-G973F),/product/P001,250,instagram.com,
1105,76,P002,2023-04-10,558.07,EUR,delivered,Rua 130 -  Bairro Cardoso -  Cidade X,boleto,Fernanda Ribeiro,fernanda.ribeiro@exemplo.com,2021-04-18,1972-03-09,BA,(80) 3899-6801,D,105,edce4dd4-979b-4349-b7ca-d257db93c132,logout,2024-04-06 03:05:46,/profile,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/profile,96,facebook.com,
1106,69,P003,2023-07-23,"4.575,95",BRL,cancelled,Rua 134 -  Bairro Silva -  Cidade X,pix,Victor Costa,victor.costa@exemplo.com,2022-03-20,1996-04-21,MG,(66) 6689-7006,A,106,853abe4a-ea24-4f36-82d3-8c70ea8096b1,purchase,2023-10-30 19:33:40,/profile,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/help,372,instagram.com,
1107,93,P003,2023-07-04,"2.889,25",BRL,pending,Rua 187 -  Bairro Pereira -  Cidade X,credit_card,Eduardo Souza,eduardo.souza@exemplo.com,2020-04-06,2003-05-06,RJ,(83) 4993-8444,C,107,6ff02996-57b4-4de1-86e5-93302a3ebcb0,signup,2023-07-25 14:08:35,/checkout,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/search,273,instagram.com,
1108,1,P011,2023-04-10,"1.175,29",BRL,shipped,Rua 31 -  Bairro Freitas -  Cidade X,paypal,Eduardo Mendes,eduardo.mendes@exemplo.com,2022-04-04,2002-04-12,MG,(15) 8939-9366,A,108,788ec608-4d97-4e34-ac11-74a25869cd94,purchase,2024-02-17 00:01:41,/product/P001,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/search,126,facebook.com,P001
1109,24,P030,2023-12-16,"1,682.37",USD,pending,Rua 16 -  Bairro Souza -  Cidade X,credit_card,Bruno Dias,bruno.dias@exemplo.com,2019-07-06,1950-01-20,RJ,(57) 8823-4931,B,109,41ca088f-b1b2-4fa0-8cf8-c378ad941e25,logout,2024-02-09 03:30:55,/checkout,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/profile,358,direct,
1110,60,P030,2023-10-05,"624,85",BRL,cancelled,Rua 63 -  Bairro Moreira -  Cidade X,boleto,Tatiana Pereira,tatiana.pereira@exemplo.com,2021-07-15,1986-10-16,BA,(51) 6959-2214,C,110,630de4ca-3e12-4ff4-8b6d-de7e0507d5ea,view,2024-01-16 09:34:22,/search,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/checkout,274,instagram.com,
1111,95,P030,2023-11-16,"3,484.27",EUR,shipped,Rua 36 -  Bairro Moreira -  Cidade X,paypal,Gustavo Moreira,gustavo.moreira@exemplo.com,2020-08-19,1963-03-20,RJ,(74) 1403-4073,C,111,ef12651a-3275-4155-9d36-55f48413d0cd,click,2023-02-17 07:18:21,/product/P001,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/search,294,facebook.com,P001
1112,98,P001,2024-05-20,"4,716.88",USD,cancelled,Rua 12 -  Bairro Dias -  Cidade X,paypal,Victor Cardoso,,2019-09-29,1983-10-13,RS,(88) 7746-5887,B,112,9011875b-5562-4909-882a-211cf7b43bd5,view,2023-06-10 10:06:17,/product/P001,Mozilla/5.0 (Linux; Android 10; SM-G973F),/search,559,facebook.com,P001
1113,22,P010,2024-08-08,"4,625.35",EUR,delivered,Rua 86 -  Bairro Pereira -  Cidade X,paypal,Fernanda Martins,fernanda.martins@exemplo.com,2019-06-28,1981-09-25,RS,(97) 5918-5323,A,113,f7959717-1b93-483e-b333-1bbb5e227793,purchase,2023-01-24 17:26:55,/home,Mozilla/5.0 (Linux; Android 10; SM-G973F),/checkout,478,google.com,
1114,3,P002,2024-02-02,"3,567.88",EUR,delivered,Rua 84 -  Bairro Martins -  Cidade X,paypal,Eduardo Freitas,eduardo.freitas@exemplo.com,2022-02-03,1975-11-18,RJ,(44) 1532-2586,A,114,d16817ae-5c89-4fbe-8136-e7e095002cf6,purchase,2024-03-19 06:43:03,/help,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/search,21,facebook.com,
1115,97,P011,2025-03-19,"1.102,85",BRL,shipped,Rua 192 -  Bairro Costa -  Cidade X,paypal,Igor Silva,igor.silva@exemplo.com,2019-02-17,1977-06-19,RS,(90) 8683-1629,C,115,892c63b0-b20b-4065-b3e7-357b28e8310c,view,2023-11-05 22:20:29,/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/help,101,facebook.com,
1116,48,P002,2023-10-05,"1,506.12",USD,cancelled,Rua 153 -  Bairro Rocha -  Cidade X,paypal,Gustavo Almeida,gustavo.almeida@exemplo.com,2020-07-03,1967-11-24,BA,(67) 1680-6673,A,116,33ee372d-9d7a-4d93-83b2-78a12f9132c7,click,2024-01-05 15:01:55,/checkout,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/profile,304,google.com,
1117,80,P010,2024-08-20,"1,244.45",USD,pending,Rua 73 -  Bairro Silva -  Cidade X,paypal,Igor Ribeiro,igor.ribeiro@exemplo.com,2021-03-27,1972-01-29,RS,(88) 9916-5417,C,117,deeaff1c-8a0e-4cce-b045-319e35642071,click,2023-01-04 06:28:36,/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/search,432,instagram.com,
1118,54,P021,2025-05-01,663.51,USD,pending,Rua 143 -  Bairro Barbosa -  Cidade X,paypal,Quintino Moreira,quintino.moreira@exemplo.com,2022-06-28,1968-12-15,MG,(36) 2763-4422,B,118,af68ae17-14d9-49dd-ab29-fd70f1c5a223,purchase,2023-05-28 18:36:58,/checkout,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/search,179,facebook.com,
1119,17,P002,2024-06-03,"2,681.10",EUR,delivered,Rua 147 -  Bairro Costa -  Cidade X,boleto,Fernanda Silva,fernanda.silva@exemplo.com,2019-01-14,1966-06-09,SP,(82) 1630-7831,B,119,6153ccc4-0631-4737-ba1a-4f0f75e5fbe7,click,2023-10-13 21:25:42,/search,Mozilla/5.0 (Linux; Android 10; SM-G973F),/profile,246,instagram.com,
1120,80,P001,2023-07-25,"3,724.77",EUR,cancelled,Rua 58 -  Bairro Gomes -  Cidade X,pix,Igor Ribeiro,igor.ribeiro@exemplo.com,2021-03-27,1972-01-29,RS,(88) 9916-5417,C,120,ca253389-de0d-4399-a0ae-99400529d099,click,2023-07-07 14:29:12,/help,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/checkout,17,google.com,
1121,40,P010,2025-02-27,"4.484,60",BRL,cancelled,Rua 39 -  Bairro Freitas -  Cidade X,boleto,Eduardo Barbosa,eduardo.barbosa@exemplo.com,2020-05-31,1965-05-04,RS,(10) 8302-7595,C,121,239a3950-088a-43e6-b378-336564653d85,signup,2023-07-02 23:25:26,/home,Mozilla/5.0 (Linux; Android 10; SM-G973F),/product/P001,458,google.com,
1122,34,P021,2023-04-06,494.31,EUR,delivered,Rua 9 -  Bairro Costa -  Cidade X,paypal,Fernanda Freitas,fernanda.freitas@exemplo.com,2020-08-17,1979-03-14,MG,(87) 5140-9027,A,122,c37cec19-6241-48ac-92df-b6a4bda87aa7,signup,2023-10-04 06:06:09,/profile,Mozilla/5.0 (Linux; Android 10; SM-G973F),/checkout,340,instagram.com,
1123,42,P003,2024-04-04,"3,843.93",EUR,cancelled,Rua 100 -  Bairro Almeida -  Cidade X,paypal,Bruno Lima,bruno.lima@exemplo.com,2019-03-11,1980-10-12,SP,(38) 3050-4035,C,123,a117f609-b096-4c1b-b9ee-c026f51ac5c2,signup,2023-03-25 22:12:02,/search,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/product/P001,246,google.com,
1124,65,P010,2023-07-18,"3,723.01",EUR,cancelled,Rua 40 -  Bairro Silva -  Cidade X,paypal,Patricia Cardoso,patricia.cardoso@exemplo.com,2020-06-04,1956-04-20,RJ,(57) 6101-8104,A,124,6b2e3b1b-fe85-44c3-a30c-e5dfcb95f167,click,2023-11-25 15:26:52,/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/product/P001,210,google.com,
1125,77,P030,2025-01-17,"3.218,09",BRL,shipped,Rua 74 -  Bairro Moreira -  Cidade X,paypal,Patricia Araujo,patricia.araujo@exemplo.com,2022-10-07,1979-05-05,MG,(74) 9989-9117,B,125,8a64f805-9d09-4fb5-9f39-ff740bd10d78,purchase,2024-01-30 18:35:39,/profile,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/help,509,direct,
1126,50,P002,2023-05-28,"4,460.93",USD,cancelled,Rua 117 -  Bairro Cardoso -  Cidade X,paypal,Leonardo Lima,leonardo.lima@exemplo.com,2020-07-11,1981-06-07,MG,(88) 3273-2081,C,126,1ed61e48-9749-462f-91ba-e64e7c50d50b,signup,2023-05-20 06:40:42,/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/search,338,facebook.com,
1127,41,P003,2024-09-17,"2.419,07",BRL,pending,Rua 45 -  Bairro Gomes -  Cidade X,pix,Eduardo Costa,eduardo.costa@exemplo.com,2020-08-21,1959-10-01,RS,(92) 7439-5423,D,127,fd695138-c22c-428c-ac7f-0579e156dfd4,signup,2023-02-13 04:02:59,/home,Mozilla/5.0 (Linux; Android 10; SM-G973F),/home,157,facebook.com,
1128,17,P021,2023-05-21,"3.141,40",BRL,shipped,Rua 97 -  Bairro Oliveira -  Cidade X,paypal,Fernanda Silva,fernanda.silva@exemplo.com,2019-01-14,1966-06-09,SP,(82) 1630-7831,B,128,cb46840f-9d2d-4cdf-a455-67cc8bbd8aed,signup,2023-07-02 19:10:46,/help,Mozilla/5.0 (Linux; Android 10; SM-G973F),/search,575,facebook.com,
1129,99,P001,2023-09-01,"1,713.61",EUR,delivered,Rua 84 -  Bairro Fernandes -  Cidade X,credit_card,Fernanda Moreira,fernanda.moreira@exemplo.com,2019-04-19,1965-03-17,BA,(54) 4615-9067,A,129,8ad30a00-bce7-4723-acb1-1b174c4e5c94,purchase,2023-06-30 07:56:07,/home,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/checkout,174,facebook.com,
1130,92,P003,2024-03-11,"1,240.74",USD,cancelled,Rua 41 -  Bairro Mendes -  Cidade X,boleto,Mariana Rocha,,2021-05-12,1995-02-18,RS,(99) 1049-5155,B,130,42c68382-e44e-4acb-9158-2bf79810ec59,view,2023-01-13 15:16:58,/search,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/profile,225,google.com,
1131,85,P020,2023-05-25,"3.476,68",BRL,shipped,Rua 129 -  Bairro Martins -  Cidade X,paypal,Samuel Lima,samuel.lima@exemplo.com,2023-09-11,2001-07-01,RS,(70) 4634-6072,D,131,5aeedd56-4edb-481c-b0f8-86f507918e2b,view,2024-01-07 21:03:44,/help,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/search,26,facebook.com,
1132,40,P010,2023-03-24,"1,688.73",USD,delivered,Rua 133 -  Bairro Martins -  Cidade X,paypal,Eduardo Barbosa,eduardo.barbosa@exemplo.com,2020-05-31,1965-05-04,RS,(10) 8302-7595,C,132,e1d777d5-3e96-47fb-b09d-6503cb93e6fd,purchase,2023-09-16 06:20:55,/product/P001,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/help,421,instagram.com,P001
1133,82,P002,2024-05-08,"1,755.70",USD,delivered,Rua 89 -  Bairro Silva -  Cidade X,paypal,Eduardo Martins,eduardo.martins@exemplo.com,2019-02-06,1998-10-07,RJ,(62) 9889-9062,D,133,ece429f6-cfd5-4a70-9ce4-eab7d320718c,purchase,2023-07-29 14:53:54,/profile,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/profile,268,facebook.com,
1134,49,P020,2024-03-04,"2.255,72",BRL,pending,Rua 185 -  Bairro Ribeiro -  Cidade X,pix,Gustavo Cardoso,gustavo.cardoso@exemplo.com,2019-01-06,2002-08-06,RS,(22) 5662-1318,B,134,36d071fa-d8d8-45e4-8f93-109de71a21d4,logout,2023-05-24 22:27:37,/profile,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/help,586,direct,
1135,51,P001,2023-08-20,"4.680,13",BRL,shipped,Rua 175 -  Bairro Almeida -  Cidade X,pix,Carla Lima,carla.lima@exemplo.com,2019-11-26,2000-04-13,SP,(12) 4210-6767,A,135,e7060547-0f47-4d74-9f2f-bf4c78eb2961,click,2023-08-25 14:21:19,/help,Mozilla/5.0 (Linux; Android 10; SM-G973F),/search,385,facebook.com,
1136,86,P011,2024-10-14,"1,786.94",USD,delivered,Rua 22 -  Bairro Costa -  Cidade X,paypal,Mariana Moreira,mariana.moreira@exemplo.com,2023-05-16,1963-02-25,MG,(76) 2029-1267,A,136,9520a970-c583-415b-ae6b-315b27c5700c,click,2023-12-01 19:56:14,/product/P001,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/home,240,direct,P001
1137,98,P001,2023-04-18,"4,738.97",USD,delivered,Rua 12 -  Bairro Pereira -  Cidade X,boleto,Victor Cardoso,,2019-09-29,1983-10-13,RS,(88) 7746-5887,B,137,5ec2c446-4f4d-4ad3-9dd0-ae1a75e81dea,signup,2024-01-31 06:30:11,/profile,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/product/P001,134,instagram.com,
